,text,label
12,"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.",0
15,Says Donald Trump claimed our armed forces are a disaster.,1
16,We put a lid on Irans nuclear program without firing a single shot.,1
17,"Says Trump ties are made in China, not Colorado. Trump suits in Mexico, not Michigan. Trump furniture in Turkey, not Ohio. Trump picture frames in India, not Wisconsin.",1
19,"After the shootings of Dallas policemen, nearly 500 people applied in just 12 days.",1
22,Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office.,1
23,Illegal immigration and the crime rate are as low as theyve been in decades.,1
24,We have the most productive workers in the world.,1
27,Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.,1
28,Donald Trump called the military that I served in a disaster.,1
31,"As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Irans nuclear program and got Russia and China to support them.",1
33,"Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, I cant say that.",0
36,Human trafficking is the third-biggest criminal enterprise in the world.,1
38,There are fewer people crossing (the southwest) border than in the last 30 years.,1
40,Speakers at the Democratic National Convention made zero mentions of the global terrorist threat posed by ISIS.,1
41,The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.,1
42,Says Donald Trump believes that states should actually have the right to lower the minimum wage below $7.25.,1
43,I wake up every morning in a house (the White House) that was built by slaves.,1
44,We are the only industrialized nation that doesnt guarantee workers paid family leave.,1
45,Says Donald Trump is a guy who has called for privatization of the Veterans Administration.,0
46,An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.,0
47,"Unemployment numbers are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, its a total disaster.",0
48,"Says unlike Tim Kaine, who investedin education, Indiana Gov. Mike Pence slashed education funding.",0
49,"Nearly 180,000 illegal immigrants with criminal records, ordered deported from our country, are tonight roaming free to threaten peaceful citizens.",1
50,"An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.",1
51,America is one of the highest-taxed nations in the world.,0
52,"Household incomes are down more than $4,000 since the year 2000.",1
53,Our trade deficit in goods reached nearly  $800 billion last year alone.,1
54,"Says Hillary Clinton supported North American Free Trade Agreement), and she supported Chinas entrance into the World Trade Organization. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.",1
55,Says Hillary Clinton wants to essentially abolish the Second Amendment.,0
56,"While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year, Democrat or Republican.",1
59,Forty-three million Americans are on food stamps.,1
64,We in Indiana have . . . the highest credit rating in the nation.,1
65,"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make? ",0
66,SaysHillary (Clinton) wants to increase the number (of Syrian refugees) by 500 percent.,1
68,"Just 9 percent of Muslims in Pakistan viewISIS favorably. Unfortunately, that 9 percent is 16 million people. And thats just one country.",1
69,Says Donald Trump always pays his bills promptly.,0
70,"In 2010, Clinton said Iran could enrich uranium. In 2014 she said shes always argued against it.",0
71,Says Hillary Clinton is proposing destroying Medicare for seniors.,0
72," What difference, at this point, does it make? I am the guy that got under her skin and provoked that infamous response from Hillary Clinton by asking a pretty simple question, Why didnt you just pick up the phone and call the survivors (of the Benghazi attack)?",1
73,"Says Hillary Clinton said all work-related emails were sent back to the State Department. The FBI director said, thats not true.",1
76,The Clinton camp was the first to get it out there and try to say there was something untoward about the speech that Melania Trump gave.,0
77,"There are about 350,000 people who succeed in crossing our borders illegally each year.",0
78,"Says as GOP was picking a convention city, I recommended Ohio.",0
79,We defied the stand-down orders during the Benghazi attack.,0
80,"Says Hillary Clinton has been a champion of globalist trade agreements. ... Worst of all, they are now pushing the disastrous 5,000-page Obamatrade  the Trans-Pacific Partnership agreement.",0
81,We have the lowest percentage of Americans actually holding a job in 40 years.,1
82,Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.,0
83,What the facts say is ...the best scenario for kids is a loving mom and dad.,0
84,Just look at what the FBI director said about her (Hillary Clinton)  her misconduct is a disgrace and embarrassment to our country.,0
85,We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.,0
86,SaysHillary Clinton took 13 hours to send help to Americans under fire during the terrorist attack in Benghazi.,0
